시도명,사고위험지역명,반경내카메라수,총사고건수,총사망자수,총중상자수,위험점수,카메라효율,카메라효과비율,과잉세분화,위도,경도
서울,서울특별시 도봉구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,9,0,6,39,39.0,66.66666666666666,적정(현행유지),37.65399667171272,127.04440690604564
부산,부산광역시 동구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,1,14,0,5,39,39.0,66.66666666666666,적정(현행유지),35.139674073116545,129.0572164927587
경북,경상북도 구미시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,1,14,0,5,39,39.0,33.33333333333333,적정(현행유지),36.13964763877708,128.4151922861909
서울,서울특별시 중구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,5,39,39.0,50.0,적정(현행유지),37.56328989632222,126.97355625833768
서울,서울특별시 성북구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,19,0,4,39,39.0,50.0,적정(현행유지),37.603363788011066,127.03845002506121
서울,서울특별시 관악구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,5,39,39.0,50.0,적정(현행유지),37.47886245724486,126.9638779824309
경기,경기도 수원시 장안구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,5,39,39.0,33.33333333333333,적정(현행유지),37.29738656069143,126.99168001138284
경기,경기도 고양시일산서구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,19,0,4,39,39.0,50.0,적정(현행유지),37.687361884170116,126.76777380388515
경기,경기도 하남시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,1,19,0,4,39,39.0,50.0,적정(현행유지),37.56989479550934,127.18318284163992
경기,경기도 시흥시내에서 2021년도에 반경50m 이내 다른사고10건 이상 지역,1,14,0,5,39,39.0,33.33333333333333,적정(현행유지),37.442518508042895,126.78448467565863
부산,부산광역시 동구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,14,0,5,39,39.0,66.66666666666666,적정(현행유지),35.140024342340446,129.05732195459484
서울,서울특별시 금천구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,5,39,39.0,66.66666666666666,적정(현행유지),37.482303483704825,126.90133986933044
부산,부산광역시 중구내에서 2023년도에 반경50m 이내 다른사고4건 이상 지역,1,19,0,4,39,39.0,50.0,적정(현행유지),35.10560384488878,129.02378493216688
전남,전라남도 순천시내에서 2023년도에 반경80m 이내 다른사고10건 이상 지역,1,14,0,5,39,39.0,50.0,적정(현행유지),34.94851352828326,127.49935519174602
서울,서울특별시 노원구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,19,0,4,39,39.0,33.33333333333333,적정(현행유지),37.641566451279246,127.07318216622319
부산,부산광역시 동구내에서 2024년도에 반경50m 이내 다른사고6건 이상 지역,1,24,0,3,39,39.0,66.66666666666666,적정(현행유지),35.11786345208239,129.03752127074284
서울,서울특별시 중구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,5,40,40.0,50.0,적정(현행유지),37.564647633899156,126.97892517471976
부산,부산광역시 기장군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,1,20,0,4,40,40.0,50.0,적정(현행유지),35.2469331360362,129.214108504822
울산,울산광역시 중구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,6,40,40.0,50.0,적정(현행유지),35.56696479186024,129.3339656887749
서울,서울특별시 강남구내에서 2019년도에 반경50m 이내 다른사고14건 이상 지역,1,35,0,1,40,40.0,50.0,적정(현행유지),37.50350745325885,127.0347416980897
경기,경기도 안산시단원구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,5,40,40.0,33.33333333333333,적정(현행유지),37.33753684516092,126.78888899622275
대전,대전광역시 중구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,20,0,4,40,40.0,50.0,적정(현행유지),36.32544348544539,127.41039484006404
서울,서울특별시 동작구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,2,15,0,13,80,40.0,66.66666666666666,적정(현행유지),37.51767303713175,126.92512702118138
부산,부산광역시 해운대구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,6,40,40.0,66.66666666666666,적정(현행유지),35.187171829456936,129.11623036836113
서울,서울특별시 중구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,5,41,41.0,66.66666666666666,적정(현행유지),37.558724536580435,126.97050867147559
경기,경기도 하남시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,1,11,0,6,41,41.0,66.66666666666666,적정(현행유지),37.54235429235888,127.20966260918544
경기,경기도 고양시일산동구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,26,0,3,41,41.0,50.0,적정(현행유지),37.657834085226995,126.7734937986889
부산,부산광역시 동구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,1,11,0,6,41,41.0,50.0,적정(현행유지),35.11638770156331,129.0408402363771
부산,부산광역시 중구내에서 2020년도에 반경50m 이내 다른사고4건 이상 지역,1,21,0,4,41,41.0,66.66666666666666,적정(현행유지),35.10364816773398,129.02300245582015
부산,부산광역시 해운대구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,16,0,5,41,41.0,33.33333333333333,적정(현행유지),35.17165746723155,129.13687304428143
경기,경기도 안양시만안구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,11,0,6,41,41.0,50.0,적정(현행유지),37.39710757466826,126.92319988647101
서울,서울특별시 강서구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,21,0,4,41,41.0,33.33333333333333,적정(현행유지),37.533157705987016,126.8452262484542
경남,경상남도 김해시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,1,16,0,5,41,41.0,50.0,적정(현행유지),35.3111640962639,128.72729636311718
서울,서울특별시 마포구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,28,0,11,83,41.5,50.0,적정(현행유지),37.557818453655315,126.93440921451152
대구,대구광역시 달서구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,1,22,0,4,42,42.0,66.66666666666666,적정(현행유지),35.83644822707075,128.55237230717387
경기,경기도 군포시내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,17,0,5,42,42.0,50.0,적정(현행유지),37.35988396101349,126.92936742134546
서울,서울특별시 영등포구내에서 2018년도에 반경50m 이내 다른사고14건 이상 지역,1,17,0,5,42,42.0,33.33333333333333,적정(현행유지),37.52423869503606,126.89338945039633
인천,인천광역시 미추홀구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,22,0,4,42,42.0,50.0,적정(현행유지),37.45063522154009,126.67698085791808
경기,경기도 안양시동안구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,22,0,4,42,42.0,33.33333333333333,적정(현행유지),37.39387625743597,126.948790340792
전남,전라남도 목포시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,1,22,0,4,42,42.0,50.0,적정(현행유지),34.81985898006365,126.39682847516109
서울,서울특별시 중랑구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,5,42,42.0,33.33333333333333,적정(현행유지),37.597688392096615,127.07790670945249
경기,경기도 용인시기흥구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,2,35,1,8,85,42.5,50.0,적정(현행유지),37.274148520357485,127.10267871842605
경기,경기도 고양시일산동구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,2,40,1,7,85,42.5,33.33333333333333,적정(현행유지),37.65761162575555,126.77396078064638
서울,서울특별시 영등포구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,2,31,0,11,86,43.0,33.33333333333333,적정(현행유지),37.53872614531116,126.89571729698666
인천,인천광역시 남동구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,18,0,5,43,43.0,33.33333333333333,적정(현행유지),37.451614637457695,126.71638220988022
경기,경기도 안양시동안구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,23,0,4,43,43.0,33.33333333333333,적정(현행유지),37.393804413328056,126.94884735194134
경기,경기도 시흥시내에서 2018년도에 반경50m 이내 다른사고10건 이상 지역,1,18,0,5,43,43.0,33.33333333333333,적정(현행유지),37.44268190257123,126.78467529980664
서울,서울특별시 서초구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,23,0,4,43,43.0,66.66666666666666,적정(현행유지),37.48696426464082,127.00932564931956
서울,서울특별시 강남구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,1,28,0,3,43,43.0,33.33333333333333,적정(현행유지),37.50347082246495,127.03459484501352
대구,대구광역시 달서구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,1,18,0,5,43,43.0,66.66666666666666,적정(현행유지),35.85318743222844,128.51821931308996
경북,경상북도 구미시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,2,21,1,11,86,43.0,33.33333333333333,적정(현행유지),36.1227083564911,128.35670106129086
경북,경상북도 상주시내에서 2020년도에 반경100m 이내 다른사고4건 이상 지역,2,31,1,9,86,43.0,60.0,적정(현행유지),36.41990583506905,128.16072975395585
울산,울산광역시 남구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,33,0,2,43,43.0,66.66666666666666,적정(현행유지),35.5352002723209,129.30561372850846
부산,부산광역시 서구내에서 2024년도에 반경50m 이내 다른사고6건 이상 지역,1,18,0,5,43,43.0,50.0,적정(현행유지),35.112879388478405,129.0159216209202
경기,경기도 하남시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,1,18,0,5,43,43.0,33.33333333333333,적정(현행유지),37.53715200233519,127.22414832957527
충북,충청북도 청주시 흥덕구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,23,0,4,43,43.0,66.66666666666666,적정(현행유지),36.62831983367984,127.42869586849342
경기,경기도 의정부시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,2,42,1,7,87,43.5,50.0,적정(현행유지),37.74077431509582,127.03933725616665
서울,서울특별시 영등포구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,2,38,0,10,88,44.0,66.66666666666666,적정(현행유지),37.528179207773185,126.90795717679093
대전,대전광역시 중구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,6,44,44.0,50.0,적정(현행유지),36.331962622991306,127.42524002236524
대전,대전광역시 중구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,6,44,44.0,50.0,적정(현행유지),36.32523623846638,127.41053990948471
서울,서울특별시 서초구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,19,0,5,44,44.0,33.33333333333333,적정(현행유지),37.49971709941746,127.02224137350652
서울,서울특별시 송파구내에서 2019년도에 반경50m 이내 다른사고14건 이상 지역,1,19,0,5,44,44.0,50.0,적정(현행유지),37.48898486882646,127.12021188740015
부산,부산광역시 연제구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,9,0,7,44,44.0,50.0,적정(현행유지),35.199342163206516,129.0801479017211
경기,경기도 성남시 중원구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,14,0,6,44,44.0,66.66666666666666,적정(현행유지),37.43676387944334,127.1328752375336
서울,서울특별시 서초구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,1,34,0,2,44,44.0,66.66666666666666,적정(현행유지),37.467971430445495,127.04047989322572
대전,대전광역시 서구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,1,14,0,6,44,44.0,66.66666666666666,적정(현행유지),36.36050827884536,127.39314549013562
서울,서울특별시 서초구내에서 2021년도에 반경50m 이내 다른사고14건 이상 지역,1,24,0,4,44,44.0,33.33333333333333,적정(현행유지),37.5099567697413,127.00692396613492
충북,충청북도 청주시 흥덕구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,6,44,44.0,50.0,적정(현행유지),36.63554380586655,127.43404731093342
대전,대전광역시 유성구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,6,44,44.0,33.33333333333333,적정(현행유지),36.38723019511414,127.3182256549229
서울,서울특별시 노원구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,19,0,5,44,44.0,66.66666666666666,적정(현행유지),37.64838380060802,127.0617508212779
경기,경기도 용인시기흥구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,6,44,44.0,50.0,적정(현행유지),37.28591398347206,127.10338420819565
부산,부산광역시 서구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,2,29,0,12,89,44.5,66.66666666666666,적정(현행유지),35.09923366000914,129.02129661518694
서울,서울특별시 서초구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,20,0,5,45,45.0,50.0,적정(현행유지),37.49466444008478,127.00562148816385
서울,서울특별시 송파구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,1,20,0,5,45,45.0,50.0,적정(현행유지),37.49591271062344,127.14224805179586
경기,경기도 수원시권선구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,2,30,0,12,90,45.0,50.0,적정(현행유지),37.26453105792043,126.99377245557353
대전,대전광역시 서구내에서 2018년도에 반경50m 이내 다른사고14건 이상 지역,1,20,0,5,45,45.0,66.66666666666666,적정(현행유지),36.3441307324249,127.38689354932673
부산,부산광역시 사상구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,20,0,5,45,45.0,66.66666666666666,적정(현행유지),35.18899346807744,128.98904412195668
광주,광주광역시 남구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,25,0,4,45,45.0,50.0,적정(현행유지),35.13758383283242,126.89700633324878
경기,경기도 광주시내에서 2019년도에 반경80m 이내 다른사고10건 이상 지역,1,20,0,5,45,45.0,33.33333333333333,적정(현행유지),37.418515513847595,127.2487775192529
대전,대전광역시 유성구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,6,45,45.0,50.0,적정(현행유지),36.353135545614904,127.33806474677928
경남,경상남도 밀양시내에서 2021년도에 반경100m 이내 다른사고4건 이상 지역,1,15,0,6,45,45.0,33.33333333333333,적정(현행유지),35.49284180173986,128.74456440293048
서울,서울특별시 강남구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,1,15,0,6,45,45.0,50.0,적정(현행유지),37.47864035139604,127.05621495798493
경기,경기도 고양시일산동구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,6,46,46.0,50.0,적정(현행유지),37.64259394297828,126.78999801655137
서울,서울특별시 서초구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,26,0,4,46,46.0,50.0,적정(현행유지),37.50998413912792,127.00700299016961
울산,울산광역시 남구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,6,46,46.0,66.66666666666666,적정(현행유지),35.540461763175465,129.32617008956842
경기,경기도 고양시일산동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,6,46,46.0,50.0,적정(현행유지),37.64262234234605,126.79022444210766
경기,경기도 파주시내에서 2019년도에 반경80m 이내 다른사고10건 이상 지역,1,21,0,5,46,46.0,33.33333333333333,적정(현행유지),37.8629730293946,126.78576723468008
서울,서울특별시 서초구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,1,26,0,4,46,46.0,33.33333333333333,적정(현행유지),37.510002212707754,127.00701418643449
서울,서울특별시 강서구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,31,0,3,46,46.0,50.0,적정(현행유지),37.533166468466256,126.84518089916263
서울,서울특별시 강남구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,1,21,0,5,46,46.0,50.0,적정(현행유지),37.503740668408085,127.06529901916775
충북,충청북도 청주시 청원구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,1,16,0,6,46,46.0,50.0,적정(현행유지),36.666905255106975,127.48456759368582
서울,서울특별시 은평구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,21,0,5,46,46.0,50.0,적정(현행유지),37.609191581368584,126.92075421438805
대전,대전광역시 동구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,1,16,0,6,46,46.0,33.33333333333333,적정(현행유지),36.34839845862737,127.4435573537442
경북,경상북도 안동시내에서 2019년도에 반경100m 이내 다른사고6건 이상 지역,3,50,0,18,140,46.666666666666664,50.0,적정(현행유지),36.5671701482197,128.71856503546792
충북,충청북도 청주시 흥덕구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,6,47,47.0,50.0,적정(현행유지),36.62820265935906,127.42872952832461
경기,경기도 군포시내에서 2018년도에 반경100m 이내 다른사고6건 이상 지역,2,34,0,12,94,47.0,33.33333333333333,적정(현행유지),37.37244247396836,126.93552945358208
부산,부산광역시 중구내에서 2019년도에 반경50m 이내 다른사고4건 이상 지역,1,17,0,6,47,47.0,50.0,적정(현행유지),35.10523339674495,129.02313071817295
서울,서울특별시 성북구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,22,0,5,47,47.0,50.0,적정(현행유지),37.59118344936746,127.00420396921677
서울,서울특별시 노원구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,6,47,47.0,33.33333333333333,적정(현행유지),37.64833009973303,127.06185315777059
경기,경기도 성남시 중원구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,12,0,7,47,47.0,66.66666666666666,적정(현행유지),37.45340450046052,127.15747592266321
대전,대전광역시 서구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,1,27,0,4,47,47.0,50.0,적정(현행유지),36.34439210450013,127.38681516844893
부산,부산광역시 동구내에서 2024년도에 반경50m 이내 다른사고6건 이상 지역,1,32,0,3,47,47.0,50.0,적정(현행유지),35.12271923907395,129.04491012384767
부산,부산광역시 서구내에서 2024년도에 반경50m 이내 다른사고6건 이상 지역,2,30,1,11,95,47.5,50.0,적정(현행유지),35.099675871400024,129.02269811105228
부산,부산광역시 남구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,13,0,7,48,48.0,50.0,적정(현행유지),35.139632720022455,129.07018925877983
인천,인천광역시 부평구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,18,0,6,48,48.0,50.0,적정(현행유지),37.4892451634605,126.70549291148093
경기,경기도 의정부시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,1,23,0,5,48,48.0,33.33333333333333,적정(현행유지),37.7555628541125,127.06743314214742
서울,서울특별시 영등포구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,2,26,0,14,96,48.0,33.33333333333333,적정(현행유지),37.52824461891026,126.90842067868256
경기,경기도 부천시내에서 2024년도에 반경50m 이내 다른사고10건 이상 지역,1,23,0,5,48,48.0,50.0,적정(현행유지),37.506508887624804,126.78513143535383
경기,경기도 고양시일산동구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,2,27,1,12,97,48.5,66.66666666666666,적정(현행유지),37.66644058133349,126.76748010684416
경기,경기도 고양시일산동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,2,37,0,12,97,48.5,50.0,적정(현행유지),37.65781794110229,126.77380005647318
서울,서울특별시 마포구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,2,37,1,10,97,48.5,50.0,적정(현행유지),37.55764715129076,126.93439918413921
서울,서울특별시 관악구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,14,0,7,49,49.0,33.33333333333333,적정(현행유지),37.47077848878399,126.98444985822347
경남,경상남도 거제시내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,9,0,8,49,49.0,50.0,적정(현행유지),34.89581136281719,128.6285033903125
부산,부산광역시 동구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,1,19,0,6,49,49.0,50.0,적정(현행유지),35.117272709494365,129.0371809705884
경남,경상남도 양산시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,1,24,0,5,49,49.0,33.33333333333333,적정(현행유지),35.33249001962088,129.0051848044018
서울,서울특별시 영등포구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,2,39,0,12,99,49.5,33.33333333333333,적정(현행유지),37.52820313240063,126.90733452580476
대구,대구광역시 중구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,1,15,0,7,50,50.0,50.0,적정(현행유지),35.87020525347177,128.5914431123801
서울,서울특별시 성북구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,15,0,7,50,50.0,33.33333333333333,적정(현행유지),37.61558712263888,127.00528882324447
서울,서울특별시 서초구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,20,0,6,50,50.0,66.66666666666666,적정(현행유지),37.50548741352234,127.00078708673163
충북,충청북도 청주시 청원구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,15,0,7,50,50.0,66.66666666666666,적정(현행유지),36.74035107046188,127.45572305575166
부산,부산광역시 해운대구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,15,0,7,50,50.0,33.33333333333333,적정(현행유지),35.17205744501622,129.1735437138694
충북,충청북도 청주시 상당구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,1,20,0,6,50,50.0,33.33333333333333,적정(현행유지),36.62779019742479,127.49120716427878
서울,서울특별시 중구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,1,20,0,6,50,50.0,50.0,적정(현행유지),37.55750883967409,127.00838923666258
부산,부산광역시 서구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,20,0,6,50,50.0,50.0,적정(현행유지),35.11884687640788,129.01529707376434
경기,경기도 시흥시내에서 2022년도에 반경50m 이내 다른사고10건 이상 지역,1,20,0,6,50,50.0,33.33333333333333,적정(현행유지),37.44261116409593,126.78490206228763
경기,경기도 안양시동안구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,1,10,0,8,50,50.0,66.66666666666666,적정(현행유지),37.393795084844385,126.9487796364008
서울,서울특별시 노원구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,7,51,51.0,66.66666666666666,적정(현행유지),37.64822148080098,127.06172910051858
경기,경기도 고양시일산동구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,21,0,6,51,51.0,33.33333333333333,적정(현행유지),37.65803305981761,126.77360523450551
대구,대구광역시 수성구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,16,0,7,51,51.0,50.0,적정(현행유지),35.86165026686648,128.6360367767217
경기,경기도 부천시내에서 2018년도에 반경50m 이내 다른사고10건 이상 지역,1,21,0,6,51,51.0,50.0,적정(현행유지),37.49392153934101,126.75228733037484
경기,경기도 시흥시내에서 2019년도에 반경50m 이내 다른사고10건 이상 지역,1,11,0,8,51,51.0,50.0,적정(현행유지),37.35579827808253,126.72419765784711
서울,서울특별시 중구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,1,26,0,5,51,51.0,33.33333333333333,적정(현행유지),37.56378476507425,126.97947466851745
서울,서울특별시 은평구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,1,16,0,7,51,51.0,33.33333333333333,적정(현행유지),37.609264461627546,126.92091226740067
부산,부산광역시 동구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,1,21,0,6,51,51.0,33.33333333333333,적정(현행유지),35.12249669067678,129.04468644388
대전,대전광역시 중구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,7,52,52.0,50.0,적정(현행유지),36.32521806805165,127.41035052916148
서울,서울특별시 강서구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,1,22,0,6,52,52.0,50.0,적정(현행유지),37.533220859285166,126.84523701572867
경기,경기도 수원시 영통구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,1,17,0,7,52,52.0,33.33333333333333,적정(현행유지),37.25865120203347,127.07338293327159
경기,경기도 화성시내에서 2018년도에 반경50m 이내 다른사고10건 이상 지역,1,17,0,7,52,52.0,66.66666666666666,적정(현행유지),37.209336955826984,127.07365979656363
경기,경기도 수원시 권선구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,1,17,0,7,52,52.0,33.33333333333333,적정(현행유지),37.24801833314299,127.03586135504942
부산,부산광역시 금정구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,1,17,0,7,52,52.0,33.33333333333333,적정(현행유지),35.2456722658987,129.09134499034283
충북,충청북도 청주시 흥덕구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,1,22,0,6,52,52.0,33.33333333333333,적정(현행유지),36.62818460983329,127.4286959906023
경기,경기도 용인시기흥구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,12,0,8,52,52.0,50.0,적정(현행유지),37.32324891459422,127.10058153015181
서울,서울특별시 중구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,1,17,0,7,52,52.0,33.33333333333333,적정(현행유지),37.557563388734934,127.00850209916099
충남,충청남도 천안시서북구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,1,18,0,7,53,53.0,50.0,적정(현행유지),36.802611808076904,127.12443408395754
서울,서울특별시 강서구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,1,28,0,5,53,53.0,33.33333333333333,적정(현행유지),37.56139049591021,126.83604633979968
서울,서울특별시 서초구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,1,18,0,7,53,53.0,33.33333333333333,적정(현행유지),37.50269126284444,126.9960652162655
부산,부산광역시 북구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,1,18,0,7,53,53.0,33.33333333333333,적정(현행유지),35.21500107063006,129.00826187122706
서울,서울특별시 서초구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,1,23,0,6,53,53.0,33.33333333333333,적정(현행유지),37.51015449589963,127.0067868913307
울산,울산광역시 남구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,23,0,6,53,53.0,50.0,적정(현행유지),35.55276443492139,129.26159464474912
서울,서울특별시 양천구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,1,18,0,7,53,53.0,33.33333333333333,적정(현행유지),37.527383232281025,126.8741245337916
대전,대전광역시 중구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,1,18,0,7,53,53.0,50.0,적정(현행유지),36.31980895494167,127.42374744936932
서울,서울특별시 송파구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,1,24,0,6,54,54.0,50.0,적정(현행유지),37.515915451207796,127.09778396409929
경기,경기도 시흥시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,1,19,0,7,54,54.0,33.33333333333333,적정(현행유지),37.35596501392649,126.7235071652827
부산,부산광역시 동구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,19,0,7,54,54.0,66.66666666666666,적정(현행유지),35.1183411487445,129.038243508449
부산,부산광역시 북구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,1,19,0,7,54,54.0,50.0,적정(현행유지),35.2148386828463,129.00826985038822
부산,부산광역시 동구내에서 2020년도에 반경50m 이내 다른사고6건 이상 지역,1,19,0,7,54,54.0,50.0,적정(현행유지),35.117902433054034,129.03729156959605
전북,전라북도 익산시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,1,24,0,6,54,54.0,50.0,적정(현행유지),35.961434325879026,126.97890704901974
서울,서울특별시 중랑구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,1,19,0,7,54,54.0,50.0,적정(현행유지),37.5942099820566,127.07811886091541
대전,대전광역시 서구내에서 2024년도에 반경50m 이내 다른사고14건 이상 지역,1,44,0,2,54,54.0,50.0,적정(현행유지),36.34433818945572,127.38700469250041
